CGPA,Internship Type,Programming Language,Technology,Company,Job Role
7.9,Cloud,SQL,Data Analytics,"HCL, TCS, Tech Mahindra",Cloud Engineer
8.5,Cloud,Go,Cloud Computing,"TCS, IBM, Infosys",DevOps Engineer
7.5,DevOps,SQL,Data Analytics,"HCL, Wipro, TCS",DevOps Engineer
7.9,DevOps,SQL,DBMS,"HCL, TCS, Cognizant",DevOps Engineer
9.0,AIML,R,Data Analytics,"IBM, NVIDIA, Microsoft",AI Engineer
6.1,Cloud,Python,DevOps,"Birlasoft, Mphasis, HCL",DevOps Engineer
7.0,Cybersecurity,Rust,Front End,"TCS, Wipro, Infosys",Cybersecurity Engineer
8.9,Cloud,Go,Big Data,"Infosys, TCS, Oracle",Cloud Engineer
9.6,AIML,Python,Big Data,"Amazon, Apple, NVIDIA",Data Scientist
8.0,Cybersecurity,C++,AI,"IBM, SAP, Infosys",Cloud Engineer
8.1,DevOps,Go,DevOps,"SAP, Oracle, TCS",System Engineer
6.4,Cybersecurity,Rust,Cybersecurity,"NIIT Technologies, Mindtree, Mphasis",Cloud Engineer
7.8,DevOps,TypeScript,Backend,"Infosys, Tech Mahindra, Wipro",System Engineer
8.1,DevOps,SQL,Data Analytics,"Oracle, Infosys, Capgemini",DevOps Engineer
7.0,DevOps,SQL,Data Analytics,"Wipro, Cognizant, Tech Mahindra",System Engineer
7.1,Web Dev,TypeScript,Backend,"TCS, Infosys, HCL",Web Developer
7.5,DevOps,SQL,Data Analytics,"Infosys, Wipro, TCS",System Engineer
6.1,Cloud,Python,Cloud Computing,"Birlasoft, Mindtree, NIIT Technologies",DevOps Engineer
7.3,AIML,Java,AI,"Tech Mahindra, Cognizant, Infosys",Data Scientist
6.8,DevOps,TypeScript,Backend,"Birlasoft, Mphasis, NIIT Technologies",DevOps Engineer
7.3,Software Dev,Java,Backend,"Tech Mahindra, Infosys, HCL",Data Analyst
6.5,Web Dev,JavaScript,Front End,"Mindtree, Mphasis, Birlasoft",Software Developer
9.6,AIML,Java,Big Data,"Microsoft, Amazon, Google",Data Scientist
8.4,Cloud,Python,DevOps,"Capgemini, IBM, TCS",Cloud Engineer
8.7,Cloud,Python,DevOps,"SAP, TCS, Oracle",DevOps Engineer
9.2,Web Dev,TypeScript,Backend,"IBM, Google, NVIDIA",Software Developer
8.0,DevOps,TypeScript,DevOps,"SAP, Infosys, Capgemini",System Engineer
6.3,Web Dev,SQL,Data Analytics,"Mphasis, Mindtree, Birlasoft",Web Developer
8.1,AIML,Python,Big Data,"Oracle, Infosys, SAP",Data Scientist
8.3,Software Dev,Python,Data Analytics,"Capgemini, SAP, IBM",Data Analyst
9.0,Web Dev,SQL,DBMS,"Amazon, Apple, OpenAI",Web Developer
7.7,Cybersecurity,Rust,Cybersecurity,"Infosys, HCL, TCS",Cloud Engineer
6.5,Software Dev,Java,Backend,"Mphasis, NIIT Technologies, Mindtree",Software Developer
7.1,Software Dev,Python,Data Analytics,"HCL, Wipro, TCS",Data Analyst
7.5,AIML,R,ML,"Infosys, HCL, Cognizant",Data Scientist
8.6,Software Dev,Java,Backend,"TCS, SAP, Oracle",System Engineer
8.3,Cloud,Go,Big Data,"IBM, Oracle, Capgemini",DevOps Engineer
7.4,Web Dev,JavaScript,Front End,"Tech Mahindra, Cognizant, Infosys",Web Developer
9.9,Software Dev,Java,Big Data,"NVIDIA, Google, IBM",Data Analyst
8.4,Software Dev,Python,Data Analytics,"Oracle, TCS, IBM",System Engineer
6.9,Cloud,SQL,Data Analytics,"Birlasoft, NIIT Technologies, Mphasis",Cloud Engineer
6.4,AIML,Java,AI,"Mindtree, NIIT Technologies, HCL",Data Scientist
6.6,Cloud,Go,Cloud Computing,"NIIT Technologies, Mphasis, Birlasoft",Cloud Engineer
7.0,Cybersecurity,Rust,Front End,"TCS, HCL, Tech Mahindra",Cybersecurity Engineer
6.6,Software Dev,Java,Backend,"NIIT Technologies, Mphasis, Mindtree",Data Analyst
6.7,Cybersecurity,Rust,Front End,"Mindtree, NIIT Technologies, Mphasis",Cybersecurity Engineer
7.1,Software Dev,Java,Big Data,"Cognizant, Tech Mahindra, HCL",Data Analyst
6.7,AIML,R,ML,"NIIT Technologies, Mindtree, Mphasis",Data Scientist
9.6,Cloud,SQL,DBMS,"Apple, Google, Amazon",DevOps Engineer
6.3,Web Dev,SQL,Data Analytics,"HCL, Mindtree, Mphasis",Web Developer
8.1,Software Dev,C#,DBMS,"Infosys, IBM, TCS",Software Developer
7.6,AIML,R,ML,"Wipro, Infosys, HCL",Data Scientist
9.9,Cybersecurity,C++,AI,"OpenAI, NVIDIA, Apple",Cloud Engineer
6.4,DevOps,SQL,Data Analytics,"Mphasis, Mindtree, HCL",System Engineer
7.6,Cybersecurity,Rust,Front End,"Tech Mahindra, HCL, Infosys",Cybersecurity Engineer
9.9,Software Dev,Java,Backend,"Apple, Google, Amazon",System Engineer
9.5,Cybersecurity,C++,AI,"OpenAI, IBM, NVIDIA",Cybersecurity Engineer
9.3,AIML,R,Data Analytics,"NVIDIA, Microsoft, IBM",AI Engineer
7.0,Software Dev,C#,Backend,"Infosys, Cognizant, Tech Mahindra",Software Developer
6.7,Software Dev,Java,Backend,"Birlasoft, NIIT Technologies, Mindtree",System Engineer
8.7,Software Dev,Java,Backend,"SAP, TCS, Infosys",Data Analyst
9.7,Cloud,SQL,Data Analytics,"IBM, Amazon, Microsoft",DevOps Engineer
8.2,Web Dev,SQL,Data Analytics,"SAP, IBM, Capgemini",Web Developer
8.3,Cloud,Go,Cloud Computing,"Oracle, SAP, Capgemini",DevOps Engineer
7.1,DevOps,TypeScript,DevOps,"Wipro, Infosys, HCL",System Engineer
9.1,Cybersecurity,Rust,Front End,"Amazon, OpenAI, Microsoft",Cybersecurity Engineer
6.7,DevOps,Go,DevOps,"Mphasis, Mindtree, Birlasoft",DevOps Engineer
7.3,AIML,Java,AI,"Infosys, HCL, Wipro",Data Scientist
7.7,AIML,Java,Big Data,"HCL, Cognizant, TCS",Data Scientist
8.0,Software Dev,Python,Big Data,"SAP, Capgemini, Infosys",System Engineer
7.0,Web Dev,JavaScript,Backend,"Tech Mahindra, Infosys, TCS",Web Developer
6.5,Software Dev,Python,Big Data,"Birlasoft, NIIT Technologies, Mphasis",Data Analyst
8.4,Web Dev,SQL,Data Analytics,"IBM, TCS, Capgemini",Web Developer
7.2,DevOps,SQL,Data Analytics,"Cognizant, Tech Mahindra, TCS",System Engineer
8.3,DevOps,TypeScript,Backend,"SAP, Oracle, Infosys",DevOps Engineer
6.6,Web Dev,SQL,DBMS,"Mindtree, Mphasis, Birlasoft",Web Developer
7.9,Web Dev,SQL,DBMS,"Cognizant, Wipro, HCL",Web Developer
8.1,AIML,R,Data Analytics,"Infosys, SAP, Oracle",AI Engineer
6.2,Software Dev,C#,Backend,"Mphasis, Mindtree, Birlasoft",Software Developer
7.3,AIML,R,Data Analytics,"HCL, Tech Mahindra, Wipro",Data Scientist
6.5,Web Dev,JavaScript,Front End,"Mphasis, Birlasoft, NIIT Technologies",Web Developer
6.3,DevOps,TypeScript,DevOps,"NIIT Technologies, HCL, Mphasis",DevOps Engineer
10.0,DevOps,TypeScript,Backend,"OpenAI, Google, Microsoft",DevOps Engineer
7.3,Cloud,Go,Cloud Computing,"HCL, Tech Mahindra, Infosys",DevOps Engineer
9.2,DevOps,TypeScript,Backend,"OpenAI, Google, IBM",System Engineer
7.0,Software Dev,Java,Backend,"HCL, Wipro, Cognizant",Data Analyst
8.7,Cloud,SQL,Data Analytics,"IBM, Infosys, Oracle",DevOps Engineer
9.0,DevOps,Go,DevOps,"Apple, Microsoft, NVIDIA",System Engineer
8.4,Cloud,SQL,Data Analytics,"SAP, TCS, Capgemini",DevOps Engineer
7.9,Web Dev,JavaScript,Front End,"Infosys, Wipro, TCS",Web Developer
7.6,AIML,Python,ML,"Cognizant, Tech Mahindra, TCS",Data Scientist
7.4,Cybersecurity,C++,Cybersecurity,"Tech Mahindra, Infosys, TCS",Cybersecurity Engineer
9.7,Cloud,Go,Big Data,"Amazon, Apple, Microsoft",Cloud Engineer
9.3,Web Dev,TypeScript,Front End,"Amazon, Google, Apple",Software Developer
9.9,Cloud,SQL,Data Analytics,"OpenAI, NVIDIA, Microsoft",DevOps Engineer
6.5,Software Dev,C#,DBMS,"Mindtree, NIIT Technologies, Mphasis",System Engineer
8.9,Software Dev,C#,Backend,"Capgemini, TCS, Oracle",Data Analyst
9.8,Cybersecurity,Rust,Front End,"Amazon, Microsoft, Google",Cybersecurity Engineer
6.7,Cybersecurity,C++,Cybersecurity,"Mindtree, NIIT Technologies, Birlasoft",Cybersecurity Engineer
6.3,Cloud,Go,Big Data,"Mindtree, NIIT Technologies, HCL",Cloud Engineer
9.0,AIML,Java,AI,"NVIDIA, OpenAI, Apple",Data Scientist
8.3,AIML,Python,Big Data,"Oracle, SAP, IBM",AI Engineer
9.4,Web Dev,TypeScript,Backend,"Apple, NVIDIA, Microsoft",Web Developer
6.6,Web Dev,JavaScript,Front End,"NIIT Technologies, Birlasoft, Mphasis",Web Developer
9.2,Software Dev,C#,Backend,"Google, Amazon, IBM",Software Developer
6.8,Software Dev,Java,Backend,"Mphasis, NIIT Technologies, Mindtree",Software Developer
6.7,Cloud,Python,Cloud Computing,"Mindtree, Birlasoft, Mphasis",Cloud Engineer
6.7,Web Dev,JavaScript,Backend,"Mindtree, NIIT Technologies, Birlasoft",Software Developer
9.3,DevOps,Go,Cloud Computing,"IBM, OpenAI, Google",DevOps Engineer
8.7,Software Dev,C#,DBMS,"SAP, Capgemini, IBM",Data Analyst
8.1,Cybersecurity,C++,Cybersecurity,"Capgemini, Oracle, IBM",Cybersecurity Engineer
7.4,AIML,R,Data Analytics,"Infosys, Cognizant, Tech Mahindra",Data Scientist
9.5,Cloud,Go,Big Data,"Apple, Google, NVIDIA",Cloud Engineer
7.6,Software Dev,Java,Big Data,"Infosys, Wipro, TCS",System Engineer
9.3,Cloud,Python,Cloud Computing,"OpenAI, Microsoft, Google",Cloud Engineer
7.8,AIML,Java,Big Data,"Infosys, TCS, Tech Mahindra",Data Scientist
7.5,Software Dev,Python,Big Data,"Infosys, Wipro, TCS",Data Analyst
7.9,AIML,Python,ML,"Wipro, TCS, Tech Mahindra",Data Scientist
7.2,DevOps,TypeScript,DevOps,"Infosys, Wipro, Tech Mahindra",DevOps Engineer
9.0,Web Dev,SQL,Data Analytics,"Microsoft, Apple, Amazon",Software Developer
8.0,DevOps,SQL,DBMS,"TCS, SAP, Capgemini",System Engineer
6.9,AIML,R,ML,"Mindtree, Mphasis, Birlasoft",Data Scientist
9.6,Cybersecurity,C++,AI,"Microsoft, NVIDIA, IBM",Cybersecurity Engineer
7.5,Web Dev,JavaScript,Backend,"TCS, Tech Mahindra, Wipro",Software Developer
8.2,Software Dev,Java,Backend,"TCS, Capgemini, Oracle",Data Analyst
9.6,Software Dev,Python,Data Analytics,"Microsoft, OpenAI, IBM",System Engineer
8.5,Cybersecurity,Rust,Cybersecurity,"Oracle, Infosys, IBM",Cybersecurity Engineer
6.5,AIML,Python,ML,"Mindtree, NIIT Technologies, Mphasis",Data Scientist
9.8,Software Dev,C#,Backend,"Amazon, NVIDIA, Google",Software Developer
8.5,Cybersecurity,C++,Cybersecurity,"IBM, Capgemini, Infosys",Cloud Engineer
7.3,DevOps,TypeScript,Backend,"HCL, TCS, Wipro",System Engineer
6.6,Software Dev,Java,Backend,"Birlasoft, Mindtree, NIIT Technologies",Data Analyst
9.2,Cybersecurity,C++,AI,"NVIDIA, Apple, Amazon",Cybersecurity Engineer
8.5,Software Dev,C#,DBMS,"TCS, Capgemini, IBM",System Engineer
8.1,Cloud,SQL,Data Analytics,"Capgemini, IBM, Oracle",DevOps Engineer
9.6,AIML,R,ML,"NVIDIA, IBM, OpenAI",AI Engineer
9.2,DevOps,SQL,DBMS,"OpenAI, Apple, IBM",System Engineer
6.6,Cloud,Python,Cloud Computing,"Mphasis, Mindtree, NIIT Technologies",DevOps Engineer
7.2,DevOps,SQL,DBMS,"TCS, HCL, Wipro",System Engineer
7.0,Software Dev,Java,Backend,"Wipro, TCS, HCL",Data Analyst
9.0,AIML,Python,Big Data,"IBM, Apple, Microsoft",Data Scientist
6.1,Software Dev,C#,DBMS,"Mindtree, NIIT Technologies, Birlasoft",Software Developer
8.3,AIML,Python,ML,"SAP, IBM, Capgemini",Data Scientist
9.0,Software Dev,Python,Data Analytics,"IBM, OpenAI, Amazon",Data Analyst
9.5,Web Dev,SQL,Data Analytics,"Microsoft, Google, NVIDIA",Software Developer
7.4,Web Dev,JavaScript,Front End,"Wipro, HCL, Cognizant",Software Developer
9.3,Web Dev,SQL,Data Analytics,"Amazon, Apple, NVIDIA",Software Developer
6.4,Cybersecurity,C++,AI,"HCL, Birlasoft, Mphasis",Cybersecurity Engineer
9.4,Software Dev,C#,Backend,"Amazon, IBM, Google",System Engineer
6.5,Cloud,Go,Big Data,"Birlasoft, Mindtree, Mphasis",DevOps Engineer
7.6,DevOps,SQL,Data Analytics,"TCS, Cognizant, HCL",DevOps Engineer
9.2,Software Dev,C#,DBMS,"OpenAI, Apple, Amazon",System Engineer
6.6,AIML,R,Data Analytics,"Mphasis, NIIT Technologies, Birlasoft",Data Scientist
6.9,AIML,Python,Big Data,"Birlasoft, Mindtree, Mphasis",Data Scientist
8.9,Web Dev,TypeScript,Front End,"TCS, IBM, SAP",Web Developer
8.9,AIML,Java,AI,"Capgemini, IBM, Oracle",AI Engineer
8.6,AIML,Java,Big Data,"IBM, Infosys, TCS",AI Engineer
8.8,AIML,Java,Big Data,"SAP, IBM, Infosys",AI Engineer
8.2,Cloud,Go,Big Data,"IBM, SAP, Oracle",Cloud Engineer
7.0,Cloud,SQL,DBMS,"Wipro, Tech Mahindra, Cognizant",DevOps Engineer
7.4,Software Dev,Python,Data Analytics,"HCL, TCS, Cognizant",Data Analyst
6.7,Software Dev,Python,Data Analytics,"Birlasoft, Mphasis, Mindtree",Software Developer
9.6,Cloud,SQL,DBMS,"Google, IBM, OpenAI",Cloud Engineer
8.3,Cloud,Python,DevOps,"IBM, SAP, Capgemini",DevOps Engineer
7.6,AIML,Java,Big Data,"Cognizant, Tech Mahindra, TCS",Data Scientist
7.8,AIML,Python,Big Data,"HCL, TCS, Tech Mahindra",Data Scientist
9.8,AIML,Java,AI,"OpenAI, Apple, Amazon",Data Scientist
6.6,Cybersecurity,Rust,Front End,"NIIT Technologies, Birlasoft, Mphasis",Cybersecurity Engineer
8.3,Cybersecurity,C++,AI,"IBM, TCS, SAP",Cloud Engineer
8.0,AIML,Python,Big Data,"IBM, Capgemini, Oracle",AI Engineer
8.4,Web Dev,JavaScript,Front End,"SAP, TCS, Infosys",Web Developer
6.1,Web Dev,TypeScript,Front End,"HCL, Mphasis, Birlasoft",Software Developer
9.5,DevOps,SQL,Data Analytics,"IBM, Amazon, NVIDIA",DevOps Engineer
9.7,AIML,Python,ML,"IBM, Amazon, Google",Data Scientist
8.3,DevOps,SQL,DBMS,"SAP, Capgemini, Infosys",System Engineer
8.8,AIML,Java,Big Data,"IBM, TCS, SAP",Data Scientist
9.7,Software Dev,C#,DBMS,"Amazon, Apple, Google",System Engineer
8.8,DevOps,Go,DevOps,"TCS, Capgemini, SAP",DevOps Engineer
6.6,AIML,Java,AI,"Mphasis, Birlasoft, NIIT Technologies",Data Scientist
8.3,Cybersecurity,Rust,Cybersecurity,"Capgemini, Oracle, TCS",Cloud Engineer
8.4,AIML,Python,Big Data,"Capgemini, SAP, Infosys",AI Engineer
7.7,AIML,R,Data Analytics,"Cognizant, Wipro, HCL",Data Scientist
8.9,Software Dev,Python,Data Analytics,"Capgemini, Infosys, IBM",System Engineer
9.7,AIML,R,ML,"Google, NVIDIA, OpenAI",AI Engineer
9.7,Software Dev,Python,Data Analytics,"OpenAI, IBM, Microsoft",Software Developer
7.8,DevOps,TypeScript,Backend,"TCS, Tech Mahindra, Infosys",DevOps Engineer
6.5,Web Dev,SQL,DBMS,"Birlasoft, Mindtree, NIIT Technologies",Web Developer
9.9,Web Dev,TypeScript,Backend,"OpenAI, NVIDIA, Amazon",Web Developer
9.4,Web Dev,JavaScript,Backend,"Apple, Amazon, Google",Software Developer
6.5,Cybersecurity,Rust,Front End,"Birlasoft, NIIT Technologies, Mphasis",Cloud Engineer
9.7,Cloud,Go,Cloud Computing,"OpenAI, Google, Amazon",Cloud Engineer
9.5,DevOps,TypeScript,DevOps,"Amazon, IBM, Google",DevOps Engineer
8.1,Web Dev,JavaScript,Backend,"Oracle, IBM, Infosys",Web Developer
8.4,AIML,Python,Big Data,"Capgemini, Infosys, IBM",Data Scientist
7.6,Software Dev,Python,Data Analytics,"HCL, Cognizant, Tech Mahindra",Software Developer
6.2,Web Dev,TypeScript,Front End,"HCL, NIIT Technologies, Mindtree",Web Developer
7.3,Cloud,SQL,DBMS,"Infosys, TCS, Wipro",Cloud Engineer
9.2,Cybersecurity,Rust,Cybersecurity,"IBM, NVIDIA, Microsoft",Cloud Engineer
6.0,DevOps,SQL,Data Analytics,"Mphasis, HCL, NIIT Technologies",DevOps Engineer
7.3,DevOps,TypeScript,DevOps,"HCL, Tech Mahindra, Wipro",System Engineer
7.6,Cybersecurity,Rust,Front End,"Cognizant, TCS, HCL",Cybersecurity Engineer
8.1,Software Dev,Java,Big Data,"Infosys, SAP, TCS",Software Developer
9.7,Software Dev,C#,DBMS,"NVIDIA, Google, Apple",Data Analyst
7.4,Software Dev,Python,Data Analytics,"HCL, Tech Mahindra, Wipro",System Engineer
7.4,Web Dev,TypeScript,Backend,"Tech Mahindra, HCL, Wipro",Web Developer
9.0,AIML,R,ML,"Apple, OpenAI, IBM",AI Engineer
7.8,AIML,Java,Big Data,"Infosys, TCS, Tech Mahindra",Data Scientist
6.9,Cybersecurity,Rust,Cybersecurity,"Mphasis, NIIT Technologies, Mindtree",Cloud Engineer
7.8,Web Dev,JavaScript,Backend,"HCL, Infosys, TCS",Software Developer
6.6,Cloud,Python,DevOps,"Birlasoft, Mphasis, NIIT Technologies",Cloud Engineer
6.7,Software Dev,C#,DBMS,"NIIT Technologies, Mphasis, Mindtree",Software Developer
8.0,Cloud,SQL,DBMS,"Oracle, SAP, TCS",DevOps Engineer
7.7,Cloud,SQL,Data Analytics,"HCL, Infosys, Cognizant",DevOps Engineer
9.7,AIML,R,ML,"IBM, OpenAI, Google",Data Scientist
7.4,Software Dev,Java,Big Data,"TCS, Infosys, Wipro",System Engineer
8.3,DevOps,Go,Cloud Computing,"IBM, SAP, Capgemini",DevOps Engineer
8.5,Cloud,SQL,DBMS,"Capgemini, Oracle, IBM",DevOps Engineer
6.1,DevOps,SQL,DBMS,"NIIT Technologies, Mindtree, Birlasoft",System Engineer
8.7,Web Dev,SQL,DBMS,"SAP, Oracle, Infosys",Web Developer
6.7,AIML,Python,ML,"Birlasoft, Mphasis, Mindtree",Data Scientist
9.8,Web Dev,SQL,Data Analytics,"OpenAI, Apple, NVIDIA",Web Developer
6.6,DevOps,SQL,Data Analytics,"Birlasoft, NIIT Technologies, Mindtree",System Engineer
7.7,AIML,Java,AI,"Tech Mahindra, TCS, HCL",Data Scientist
6.3,DevOps,SQL,Data Analytics,"Birlasoft, HCL, NIIT Technologies",DevOps Engineer
10.0,Cloud,Go,Cloud Computing,"Microsoft, Apple, Amazon",DevOps Engineer
8.0,DevOps,Go,DevOps,"SAP, Capgemini, IBM",DevOps Engineer
8.4,DevOps,Go,DevOps,"TCS, Infosys, IBM",DevOps Engineer
6.3,AIML,R,ML,"NIIT Technologies, Mphasis, Birlasoft",Data Scientist
9.0,Cybersecurity,Rust,Front End,"Google, Amazon, IBM",Cybersecurity Engineer
6.8,Web Dev,SQL,Data Analytics,"Birlasoft, Mindtree, Mphasis",Web Developer
9.6,Web Dev,JavaScript,Backend,"Microsoft, IBM, Amazon",Software Developer
6.8,Cloud,Go,Cloud Computing,"Mindtree, NIIT Technologies, Birlasoft",DevOps Engineer
6.8,Cybersecurity,C++,AI,"NIIT Technologies, Mindtree, Mphasis",Cybersecurity Engineer
6.1,Web Dev,JavaScript,Front End,"HCL, NIIT Technologies, Mphasis",Web Developer
7.9,Web Dev,JavaScript,Backend,"Wipro, Cognizant, Tech Mahindra",Software Developer
8.3,Cybersecurity,Rust,Cybersecurity,"Capgemini, Oracle, SAP",Cybersecurity Engineer
6.3,DevOps,TypeScript,DevOps,"Mindtree, Birlasoft, Mphasis",System Engineer
9.1,Software Dev,C#,Backend,"OpenAI, NVIDIA, IBM",System Engineer
7.8,AIML,R,Data Analytics,"Cognizant, TCS, Wipro",Data Scientist
8.1,AIML,Java,AI,"Capgemini, TCS, SAP",AI Engineer
7.8,Software Dev,Python,Data Analytics,"TCS, Tech Mahindra, Cognizant",Data Analyst
7.6,Cybersecurity,C++,AI,"TCS, Cognizant, Infosys",Cybersecurity Engineer
8.2,DevOps,SQL,Data Analytics,"Infosys, TCS, Capgemini",System Engineer
6.6,DevOps,TypeScript,DevOps,"Mphasis, NIIT Technologies, Birlasoft",DevOps Engineer
6.7,AIML,R,ML,"Mindtree, NIIT Technologies, Mphasis",Data Scientist
9.4,AIML,Python,Big Data,"IBM, Apple, Microsoft",Data Scientist
9.8,Web Dev,SQL,DBMS,"NVIDIA, Google, IBM",Software Developer
7.5,Software Dev,C#,DBMS,"TCS, Wipro, HCL",Data Analyst
7.1,Cybersecurity,C++,AI,"Wipro, TCS, Infosys",Cybersecurity Engineer
8.6,Web Dev,SQL,DBMS,"Infosys, Capgemini, TCS",Software Developer
7.6,Web Dev,TypeScript,Front End,"Cognizant, Infosys, Tech Mahindra",Software Developer
6.1,Software Dev,C#,Backend,"Mphasis, NIIT Technologies, Mindtree",Data Analyst
6.6,AIML,Python,ML,"Mphasis, NIIT Technologies, Mindtree",Data Scientist
8.9,Cloud,SQL,DBMS,"Infosys, Capgemini, TCS",Cloud Engineer
8.6,Cloud,SQL,Data Analytics,"Capgemini, TCS, Infosys",DevOps Engineer
6.1,Software Dev,Python,Big Data,"Mphasis, Mindtree, NIIT Technologies",System Engineer
6.9,Cybersecurity,C++,Cybersecurity,"NIIT Technologies, Mphasis, Mindtree",Cloud Engineer
6.9,Cybersecurity,C++,AI,"Birlasoft, NIIT Technologies, Mphasis",Cloud Engineer
8.7,Cloud,Python,DevOps,"IBM, TCS, Infosys",Cloud Engineer
6.1,AIML,R,Data Analytics,"HCL, NIIT Technologies, Mindtree",Data Scientist
6.4,Cybersecurity,C++,Cybersecurity,"HCL, Mindtree, NIIT Technologies",Cybersecurity Engineer
9.2,Cloud,Python,DevOps,"IBM, Microsoft, Apple",DevOps Engineer
6.7,AIML,Python,Big Data,"NIIT Technologies, Birlasoft, Mphasis",Data Scientist
8.6,Software Dev,Java,Backend,"SAP, TCS, IBM",Data Analyst
7.0,DevOps,TypeScript,DevOps,"Wipro, HCL, Infosys",System Engineer
6.4,Software Dev,Java,Big Data,"Birlasoft, Mphasis, NIIT Technologies",Software Developer
7.0,Cloud,Python,DevOps,"Infosys, Wipro, HCL",Cloud Engineer
8.9,Web Dev,JavaScript,Front End,"IBM, Oracle, TCS",Web Developer
9.4,Web Dev,SQL,DBMS,"Amazon, Apple, OpenAI",Software Developer
9.3,Cloud,SQL,DBMS,"IBM, Microsoft, Google",DevOps Engineer
7.6,Cloud,Python,Cloud Computing,"Cognizant, HCL, Tech Mahindra",Cloud Engineer
8.7,DevOps,TypeScript,DevOps,"Infosys, Capgemini, TCS",DevOps Engineer
6.8,DevOps,Go,DevOps,"Mindtree, Mphasis, NIIT Technologies",DevOps Engineer
7.2,Software Dev,Python,Data Analytics,"Tech Mahindra, Wipro, Cognizant",Software Developer
9.6,Software Dev,Python,Big Data,"Microsoft, Google, IBM",System Engineer
6.1,Cloud,SQL,Data Analytics,"Mphasis, HCL, NIIT Technologies",DevOps Engineer
6.3,DevOps,SQL,Data Analytics,"Birlasoft, HCL, Mindtree",DevOps Engineer
6.8,Cybersecurity,Rust,Cybersecurity,"NIIT Technologies, Birlasoft, Mphasis",Cloud Engineer
6.1,DevOps,Go,Cloud Computing,"Birlasoft, Mphasis, NIIT Technologies",System Engineer
6.7,Cloud,Python,Cloud Computing,"Mphasis, Mindtree, Birlasoft",Cloud Engineer
8.3,Cybersecurity,C++,AI,"Infosys, IBM, Capgemini",Cybersecurity Engineer
7.7,DevOps,SQL,DBMS,"TCS, Wipro, HCL",DevOps Engineer
9.6,Web Dev,TypeScript,Front End,"IBM, Microsoft, Amazon",Web Developer
9.3,Web Dev,JavaScript,Front End,"Amazon, Apple, OpenAI",Software Developer
7.4,Cybersecurity,Rust,Front End,"HCL, TCS, Cognizant",Cybersecurity Engineer
7.0,Cloud,Python,Cloud Computing,"Tech Mahindra, Wipro, Cognizant",Cloud Engineer
7.5,Cybersecurity,C++,Cybersecurity,"TCS, HCL, Cognizant",Cloud Engineer
8.4,DevOps,Go,DevOps,"TCS, IBM, Capgemini",System Engineer
7.1,Web Dev,TypeScript,Front End,"TCS, Cognizant, Tech Mahindra",Software Developer
8.5,Cybersecurity,C++,AI,"SAP, Capgemini, IBM",Cybersecurity Engineer
7.6,Cloud,Go,Cloud Computing,"Wipro, TCS, Cognizant",Cloud Engineer
8.2,DevOps,TypeScript,DevOps,"Capgemini, Oracle, SAP",System Engineer
7.7,Cloud,SQL,DBMS,"Wipro, Cognizant, TCS",DevOps Engineer
7.2,Cloud,SQL,DBMS,"Infosys, TCS, HCL",Cloud Engineer
9.8,Web Dev,TypeScript,Backend,"IBM, OpenAI, Google",Web Developer
9.1,Cybersecurity,Rust,Front End,"Google, OpenAI, IBM",Cloud Engineer
6.6,AIML,Java,AI,"Mphasis, NIIT Technologies, Birlasoft",Data Scientist
9.5,Cybersecurity,Rust,Cybersecurity,"Google, OpenAI, NVIDIA",Cybersecurity Engineer
7.9,Cybersecurity,Rust,Cybersecurity,"HCL, TCS, Wipro",Cybersecurity Engineer
9.6,Cybersecurity,Rust,Cybersecurity,"Google, IBM, Apple",Cloud Engineer
9.2,Web Dev,TypeScript,Front End,"Amazon, OpenAI, Microsoft",Web Developer
7.7,Cloud,Go,Big Data,"HCL, Tech Mahindra, Infosys",Cloud Engineer
6.1,DevOps,SQL,Data Analytics,"HCL, Mphasis, Mindtree",System Engineer
7.1,Cybersecurity,Rust,Cybersecurity,"Infosys, Wipro, HCL",Cloud Engineer
8.2,Web Dev,JavaScript,Front End,"Infosys, TCS, Capgemini",Web Developer
8.5,AIML,Python,Big Data,"IBM, Oracle, Infosys",Data Scientist
7.0,Cloud,SQL,Data Analytics,"Cognizant, Infosys, Tech Mahindra",Cloud Engineer
6.6,AIML,R,ML,"Mphasis, NIIT Technologies, Birlasoft",Data Scientist
9.3,Software Dev,Java,Big Data,"Google, Apple, Microsoft",System Engineer
9.9,DevOps,TypeScript,DevOps,"NVIDIA, Google, IBM",DevOps Engineer
8.1,DevOps,SQL,Data Analytics,"Infosys, Oracle, SAP",DevOps Engineer
6.7,Cybersecurity,Rust,Cybersecurity,"Mindtree, Mphasis, Birlasoft",Cloud Engineer
7.1,AIML,Java,Big Data,"Wipro, HCL, Infosys",Data Scientist
6.1,Web Dev,JavaScript,Backend,"Birlasoft, Mphasis, HCL",Web Developer
9.7,Cybersecurity,Rust,Cybersecurity,"Amazon, Apple, OpenAI",Cybersecurity Engineer
6.5,Software Dev,C#,Backend,"NIIT Technologies, Birlasoft, Mindtree",Software Developer
8.3,DevOps,Go,Cloud Computing,"Oracle, Capgemini, Infosys",System Engineer
7.1,Cybersecurity,Rust,Front End,"Cognizant, Infosys, Tech Mahindra",Cybersecurity Engineer
8.2,Software Dev,C#,Backend,"Capgemini, Oracle, SAP",System Engineer
