CGPA,Internship Type,Programming Language,Technology,Company,Job Role
6.3,Cloud,Python,DevOps,Mphasis,Cloud Engineer
8.8,DevOps,Go,DevOps,Capgemini,System Engineer
7.4,Cloud,SQL,DBMS,Cognizant,DevOps Engineer
8.9,DevOps,TypeScript,Backend,Infosys,DevOps Engineer
6.3,Web Dev,TypeScript,Backend,NIIT Technologies,Web Developer
7.3,AIML,R,Data Analytics,Tech Mahindra,Data Scientist
8.2,DevOps,Go,DevOps,TCS,System Engineer
9.2,Software Dev,C#,DBMS,NVIDIA,System Engineer
7.3,AIML,R,Data Analytics,Wipro,Data Scientist
8.5,Web Dev,TypeScript,Backend,Capgemini,Web Developer
9.5,Cloud,Go,Cloud Computing,Apple,DevOps Engineer
8.5,AIML,R,Data Analytics,Infosys,AI Engineer
6.9,Cloud,SQL,Data Analytics,Birlasoft,DevOps Engineer
6.1,DevOps,TypeScript,DevOps,NIIT Technologies,DevOps Engineer
9.5,DevOps,SQL,Data Analytics,IBM,System Engineer
6.1,DevOps,TypeScript,Backend,Mphasis,System Engineer
9.5,Cybersecurity,Rust,Cybersecurity,IBM,Cybersecurity Engineer
8.1,Web Dev,TypeScript,Backend,IBM,Web Developer
9.8,DevOps,Go,DevOps,Microsoft,System Engineer
9.2,AIML,R,Data Analytics,OpenAI,AI Engineer
10.0,Cybersecurity,Rust,Front End,OpenAI,Cloud Engineer
7.4,Web Dev,SQL,Data Analytics,Tech Mahindra,Web Developer
9.1,Software Dev,C#,Backend,Google,System Engineer
7.6,Cybersecurity,C++,AI,Tech Mahindra,Cybersecurity Engineer
7.9,Web Dev,JavaScript,Front End,Wipro,Web Developer
8.5,DevOps,SQL,Data Analytics,SAP,System Engineer
9.5,Software Dev,C#,DBMS,IBM,Data Analyst
9.9,Web Dev,SQL,DBMS,NVIDIA,Web Developer
9.1,Cloud,Go,Cloud Computing,OpenAI,Cloud Engineer
7.7,Cloud,Python,Cloud Computing,Cognizant,DevOps Engineer
7.7,DevOps,Go,Cloud Computing,Infosys,DevOps Engineer
9.0,Cloud,SQL,DBMS,Google,Cloud Engineer
7.0,Cloud,SQL,Data Analytics,TCS,DevOps Engineer
6.4,Software Dev,Java,Big Data,HCL,System Engineer
7.4,Cloud,Python,Cloud Computing,Infosys,DevOps Engineer
7.1,Cybersecurity,Rust,Front End,TCS,Cybersecurity Engineer
7.2,AIML,R,Data Analytics,HCL,Data Scientist
6.9,Web Dev,TypeScript,Front End,NIIT Technologies,Web Developer
6.2,Cybersecurity,Rust,Cybersecurity,Mindtree,Cybersecurity Engineer
6.1,Cybersecurity,C++,Cybersecurity,Mindtree,Cloud Engineer
10.0,Cloud,Go,Cloud Computing,OpenAI,Cloud Engineer
7.7,AIML,Python,Big Data,Tech Mahindra,Data Scientist
7.5,Cloud,SQL,Data Analytics,Cognizant,DevOps Engineer
8.7,Cloud,Python,DevOps,Capgemini,Cloud Engineer
6.9,Web Dev,SQL,Data Analytics,NIIT Technologies,Software Developer
9.8,Web Dev,JavaScript,Front End,Microsoft,Web Developer
9.1,Web Dev,SQL,DBMS,Apple,Software Developer
6.4,Cybersecurity,Rust,Front End,Mindtree,Cloud Engineer
7.7,Web Dev,SQL,DBMS,Tech Mahindra,Web Developer
9.5,DevOps,SQL,DBMS,NVIDIA,System Engineer
9.8,Cloud,Go,Cloud Computing,NVIDIA,Cloud Engineer
7.9,DevOps,SQL,DBMS,Tech Mahindra,DevOps Engineer
8.5,DevOps,Go,DevOps,Capgemini,System Engineer
6.7,DevOps,SQL,DBMS,Birlasoft,DevOps Engineer
10.0,AIML,R,ML,OpenAI,AI Engineer
6.9,Software Dev,Python,Big Data,Mindtree,System Engineer
9.8,Cloud,Go,Cloud Computing,Apple,DevOps Engineer
8.6,Cybersecurity,Rust,Cybersecurity,IBM,Cybersecurity Engineer
8.4,AIML,Java,AI,Capgemini,Data Scientist
8.1,DevOps,SQL,DBMS,IBM,DevOps Engineer
6.9,DevOps,Go,DevOps,Mphasis,DevOps Engineer
6.7,Software Dev,Python,Data Analytics,Birlasoft,System Engineer
6.9,Web Dev,SQL,Data Analytics,Birlasoft,Software Developer
6.7,DevOps,SQL,Data Analytics,Birlasoft,DevOps Engineer
9.1,Cybersecurity,Rust,Front End,Microsoft,Cybersecurity Engineer
7.4,DevOps,SQL,DBMS,HCL,DevOps Engineer
6.2,AIML,Java,AI,Birlasoft,Data Scientist
9.9,Software Dev,C#,Backend,Amazon,Software Developer
9.5,Cybersecurity,C++,Cybersecurity,OpenAI,Cybersecurity Engineer
9.7,Cybersecurity,Rust,Front End,Microsoft,Cloud Engineer
10.0,AIML,R,Data Analytics,NVIDIA,AI Engineer
6.7,Web Dev,SQL,DBMS,Mindtree,Web Developer
7.6,DevOps,TypeScript,Backend,TCS,System Engineer
9.0,Web Dev,SQL,Data Analytics,NVIDIA,Software Developer
8.8,Cybersecurity,Rust,Front End,Capgemini,Cybersecurity Engineer
6.6,AIML,Java,AI,Mindtree,Data Scientist
9.3,Software Dev,Java,Backend,NVIDIA,System Engineer
6.9,Cybersecurity,Rust,Front End,Birlasoft,Cybersecurity Engineer
6.9,Cybersecurity,C++,AI,Mphasis,Cybersecurity Engineer
8.1,Cybersecurity,Rust,Front End,Infosys,Cybersecurity Engineer
8.4,Software Dev,Python,Big Data,Oracle,Data Analyst
8.3,Cybersecurity,C++,AI,IBM,Cloud Engineer
6.4,Cybersecurity,Rust,Cybersecurity,Mindtree,Cybersecurity Engineer
9.5,Web Dev,SQL,DBMS,IBM,Web Developer
7.1,Cloud,Go,Big Data,TCS,DevOps Engineer
6.5,Cybersecurity,Rust,Cybersecurity,Mphasis,Cloud Engineer
9.6,Web Dev,TypeScript,Front End,Apple,Web Developer
9.8,Cybersecurity,Rust,Front End,OpenAI,Cybersecurity Engineer
9.4,AIML,Java,AI,OpenAI,AI Engineer
9.2,Software Dev,Java,Big Data,IBM,System Engineer
8.6,DevOps,Go,DevOps,Capgemini,System Engineer
8.2,Cybersecurity,Rust,Front End,Infosys,Cybersecurity Engineer
6.3,AIML,Java,Big Data,NIIT Technologies,Data Scientist
7.6,Cloud,SQL,Data Analytics,Tech Mahindra,Cloud Engineer
7.5,Cloud,SQL,DBMS,Infosys,Cloud Engineer
7.0,Web Dev,JavaScript,Front End,HCL,Software Developer
8.9,AIML,Java,AI,Infosys,AI Engineer
8.0,AIML,R,ML,IBM,AI Engineer
6.3,AIML,Python,Big Data,Mindtree,Data Scientist
6.9,AIML,Python,ML,NIIT Technologies,Data Scientist
8.7,Cloud,Python,Cloud Computing,SAP,DevOps Engineer
6.3,Software Dev,Java,Backend,NIIT Technologies,System Engineer
9.4,Software Dev,Java,Backend,IBM,Data Analyst
8.0,Cloud,Python,Cloud Computing,Capgemini,DevOps Engineer
7.9,Cybersecurity,C++,Cybersecurity,TCS,Cloud Engineer
8.4,AIML,R,Data Analytics,Oracle,AI Engineer
9.3,Software Dev,C#,DBMS,Microsoft,Software Developer
7.4,Cybersecurity,C++,AI,TCS,Cloud Engineer
8.7,DevOps,Go,Cloud Computing,SAP,DevOps Engineer
8.3,Cloud,SQL,DBMS,TCS,DevOps Engineer
7.1,AIML,Java,AI,Cognizant,Data Scientist
9.5,Cybersecurity,Rust,Cybersecurity,NVIDIA,Cloud Engineer
9.2,DevOps,Go,Cloud Computing,OpenAI,DevOps Engineer
8.6,Software Dev,Java,Big Data,Infosys,System Engineer
9.4,Cloud,Go,Big Data,Microsoft,Cloud Engineer
9.5,AIML,Java,AI,NVIDIA,AI Engineer
8.8,Cloud,SQL,Data Analytics,Infosys,DevOps Engineer
9.3,DevOps,Go,DevOps,Apple,DevOps Engineer
8.8,Software Dev,Python,Big Data,TCS,Software Developer
8.7,Software Dev,C#,DBMS,TCS,Software Developer
8.5,AIML,Java,AI,TCS,AI Engineer
9.0,DevOps,Go,DevOps,IBM,DevOps Engineer
6.6,Web Dev,JavaScript,Front End,Mphasis,Web Developer
9.5,DevOps,Go,Cloud Computing,NVIDIA,System Engineer
9.5,Cybersecurity,Rust,Cybersecurity,Microsoft,Cloud Engineer
6.1,AIML,Java,AI,Birlasoft,Data Scientist
9.3,Web Dev,JavaScript,Front End,NVIDIA,Web Developer
6.5,Software Dev,C#,Backend,Mindtree,Data Analyst
7.3,Web Dev,SQL,DBMS,Cognizant,Software Developer
9.0,Software Dev,Java,Big Data,Apple,Software Developer
6.6,Cybersecurity,C++,AI,Mphasis,Cybersecurity Engineer
9.3,Cybersecurity,C++,AI,Microsoft,Cybersecurity Engineer
9.3,Cybersecurity,C++,Cybersecurity,Microsoft,Cybersecurity Engineer
8.0,Web Dev,JavaScript,Front End,TCS,Web Developer
6.0,DevOps,SQL,Data Analytics,Mindtree,DevOps Engineer
7.1,Software Dev,C#,DBMS,Tech Mahindra,System Engineer
8.5,DevOps,SQL,DBMS,TCS,System Engineer
9.9,Software Dev,C#,Backend,Amazon,Data Analyst
8.5,Cybersecurity,C++,AI,Capgemini,Cybersecurity Engineer
7.0,Cloud,Go,Big Data,Infosys,DevOps Engineer
8.5,Software Dev,C#,DBMS,TCS,Software Developer
8.2,Software Dev,C#,Backend,IBM,System Engineer
9.1,Cybersecurity,Rust,Cybersecurity,Apple,Cybersecurity Engineer
6.4,Cybersecurity,C++,AI,Birlasoft,Cybersecurity Engineer
9.0,DevOps,TypeScript,Backend,NVIDIA,DevOps Engineer
8.2,DevOps,Go,Cloud Computing,SAP,System Engineer
9.9,DevOps,SQL,Data Analytics,OpenAI,DevOps Engineer
7.4,Cybersecurity,C++,AI,HCL,Cybersecurity Engineer
8.5,Web Dev,JavaScript,Front End,SAP,Web Developer
9.7,Cybersecurity,Rust,Cybersecurity,NVIDIA,Cloud Engineer
6.4,Software Dev,Python,Big Data,NIIT Technologies,Data Analyst
9.7,Web Dev,TypeScript,Front End,OpenAI,Web Developer
8.8,Cybersecurity,Rust,Cybersecurity,TCS,Cybersecurity Engineer
6.3,Software Dev,C#,DBMS,HCL,Data Analyst
7.2,DevOps,TypeScript,DevOps,Tech Mahindra,System Engineer
8.8,Cybersecurity,Rust,Front End,TCS,Cloud Engineer
6.3,Cybersecurity,Rust,Front End,NIIT Technologies,Cybersecurity Engineer
8.3,Cloud,Python,DevOps,Infosys,Cloud Engineer
7.4,DevOps,Go,Cloud Computing,HCL,System Engineer
8.5,Web Dev,JavaScript,Backend,SAP,Software Developer
6.2,DevOps,Go,DevOps,Mindtree,DevOps Engineer
9.5,Cloud,Python,Cloud Computing,Google,DevOps Engineer
9.9,Web Dev,TypeScript,Backend,NVIDIA,Software Developer
9.9,Software Dev,Java,Big Data,Microsoft,Data Analyst
9.0,DevOps,TypeScript,DevOps,Microsoft,DevOps Engineer
6.5,Cybersecurity,Rust,Cybersecurity,NIIT Technologies,Cloud Engineer
9.0,Software Dev,C#,DBMS,OpenAI,Software Developer
6.1,DevOps,TypeScript,DevOps,Mindtree,DevOps Engineer
6.1,Software Dev,C#,DBMS,HCL,System Engineer
7.3,Software Dev,Java,Backend,Tech Mahindra,Software Developer
8.0,AIML,Java,Big Data,Infosys,AI Engineer
9.1,Cloud,SQL,Data Analytics,OpenAI,Cloud Engineer
8.7,DevOps,TypeScript,Backend,Infosys,DevOps Engineer
7.8,Web Dev,TypeScript,Front End,Infosys,Software Developer
7.1,Web Dev,TypeScript,Backend,Infosys,Web Developer
10.0,Software Dev,Python,Data Analytics,OpenAI,Data Analyst
7.7,AIML,Python,Big Data,HCL,Data Scientist
7.8,Web Dev,TypeScript,Front End,HCL,Software Developer
6.7,AIML,Python,ML,Birlasoft,Data Scientist
9.2,Cybersecurity,C++,AI,Apple,Cloud Engineer
8.8,Cybersecurity,Rust,Cybersecurity,Capgemini,Cloud Engineer
6.9,AIML,Python,Big Data,Mindtree,Data Scientist
6.3,Cloud,Python,Cloud Computing,Mindtree,Cloud Engineer
8.7,Software Dev,Python,Data Analytics,Infosys,Data Analyst
8.6,Web Dev,TypeScript,Backend,TCS,Software Developer
7.1,Cloud,Go,Cloud Computing,Wipro,Cloud Engineer
9.8,Cybersecurity,Rust,Cybersecurity,IBM,Cybersecurity Engineer
6.6,AIML,R,ML,Mindtree,Data Scientist
7.7,AIML,Python,ML,Wipro,Data Scientist
9.8,Software Dev,Python,Big Data,NVIDIA,System Engineer
7.7,Web Dev,JavaScript,Backend,TCS,Web Developer
8.6,Cybersecurity,Rust,Cybersecurity,Oracle,Cybersecurity Engineer
7.6,Cybersecurity,Rust,Front End,Cognizant,Cloud Engineer
7.1,Software Dev,C#,Backend,Cognizant,Data Analyst
9.9,Cybersecurity,Rust,Cybersecurity,Google,Cybersecurity Engineer
7.6,Cloud,Python,Cloud Computing,HCL,Cloud Engineer
9.6,AIML,R,Data Analytics,Google,Data Scientist
6.9,Software Dev,Java,Big Data,NIIT Technologies,System Engineer
6.9,AIML,Python,ML,NIIT Technologies,Data Scientist
6.1,DevOps,SQL,Data Analytics,Birlasoft,DevOps Engineer
8.6,Cybersecurity,Rust,Cybersecurity,IBM,Cybersecurity Engineer
7.5,DevOps,TypeScript,Backend,HCL,System Engineer
9.5,Cloud,Python,Cloud Computing,Amazon,DevOps Engineer
7.9,Software Dev,C#,Backend,Cognizant,System Engineer
9.9,Software Dev,C#,Backend,Microsoft,Data Analyst
6.7,Cloud,Go,Cloud Computing,Mindtree,DevOps Engineer
9.5,Web Dev,SQL,Data Analytics,OpenAI,Web Developer
9.1,DevOps,TypeScript,Backend,Apple,DevOps Engineer
9.1,Cloud,SQL,Data Analytics,NVIDIA,Cloud Engineer
9.4,Cloud,Python,Cloud Computing,OpenAI,DevOps Engineer
9.0,AIML,Python,Big Data,IBM,AI Engineer
8.5,Software Dev,Java,Backend,TCS,Software Developer
6.5,Software Dev,Java,Big Data,Mindtree,System Engineer
6.1,DevOps,SQL,DBMS,Birlasoft,DevOps Engineer
9.7,AIML,Python,ML,Google,Data Scientist
8.5,Software Dev,C#,DBMS,Oracle,Data Analyst
9.2,Cybersecurity,Rust,Cybersecurity,Apple,Cybersecurity Engineer
7.9,DevOps,SQL,DBMS,Tech Mahindra,DevOps Engineer
6.5,Cybersecurity,C++,AI,Mindtree,Cloud Engineer
6.5,Web Dev,TypeScript,Front End,Mphasis,Software Developer
8.7,Web Dev,JavaScript,Backend,Capgemini,Software Developer
7.7,DevOps,SQL,DBMS,HCL,System Engineer
6.8,Web Dev,TypeScript,Front End,Mphasis,Web Developer
8.0,Web Dev,SQL,DBMS,Capgemini,Web Developer
6.3,Cloud,SQL,Data Analytics,HCL,DevOps Engineer
8.3,AIML,Java,AI,TCS,AI Engineer
7.1,Web Dev,JavaScript,Backend,Cognizant,Web Developer
9.2,Cybersecurity,Rust,Front End,Microsoft,Cloud Engineer
7.2,Cybersecurity,C++,Cybersecurity,HCL,Cybersecurity Engineer
7.8,Cybersecurity,Rust,Cybersecurity,Cognizant,Cloud Engineer
6.0,AIML,Python,ML,NIIT Technologies,Data Scientist
6.3,DevOps,SQL,DBMS,Birlasoft,DevOps Engineer
7.6,Web Dev,TypeScript,Front End,Infosys,Web Developer
7.9,DevOps,TypeScript,Backend,Tech Mahindra,DevOps Engineer
8.4,Software Dev,Python,Big Data,IBM,Software Developer
7.2,Cybersecurity,C++,Cybersecurity,Tech Mahindra,Cybersecurity Engineer
8.8,Web Dev,TypeScript,Front End,Capgemini,Web Developer
9.4,Web Dev,TypeScript,Front End,Amazon,Web Developer
9.1,Web Dev,TypeScript,Front End,Google,Software Developer
6.2,AIML,Java,Big Data,HCL,Data Scientist
7.9,Cybersecurity,C++,Cybersecurity,Cognizant,Cloud Engineer
6.4,DevOps,Go,Cloud Computing,NIIT Technologies,System Engineer
7.0,AIML,Python,ML,TCS,Data Scientist
9.9,DevOps,SQL,Data Analytics,Google,DevOps Engineer
6.6,Cloud,Go,Big Data,Mindtree,DevOps Engineer
8.0,Cybersecurity,Rust,Cybersecurity,Capgemini,Cloud Engineer
8.5,DevOps,SQL,Data Analytics,TCS,System Engineer
8.8,DevOps,Go,DevOps,Infosys,DevOps Engineer
8.2,AIML,R,Data Analytics,IBM,Data Scientist
6.0,Web Dev,SQL,Data Analytics,NIIT Technologies,Web Developer
7.3,Software Dev,Java,Big Data,Infosys,Data Analyst
8.1,AIML,Python,Big Data,IBM,Data Scientist
6.4,Cloud,Go,Cloud Computing,Birlasoft,DevOps Engineer
7.4,AIML,Python,ML,Wipro,Data Scientist
6.1,Software Dev,Java,Big Data,Birlasoft,Data Analyst
6.3,Cybersecurity,Rust,Cybersecurity,NIIT Technologies,Cybersecurity Engineer
7.6,AIML,R,Data Analytics,Wipro,Data Scientist
6.5,Cybersecurity,Rust,Cybersecurity,Mindtree,Cybersecurity Engineer
8.3,DevOps,SQL,DBMS,Infosys,System Engineer
8.8,DevOps,Go,DevOps,Infosys,System Engineer
9.2,DevOps,Go,DevOps,Apple,DevOps Engineer
6.8,Software Dev,C#,DBMS,Birlasoft,Software Developer
6.7,Cloud,SQL,DBMS,Birlasoft,DevOps Engineer
6.4,Web Dev,JavaScript,Front End,Birlasoft,Web Developer
8.5,Software Dev,Python,Big Data,SAP,Data Analyst
8.8,DevOps,TypeScript,DevOps,Capgemini,System Engineer
6.1,AIML,Java,AI,Mphasis,Data Scientist
9.7,AIML,Java,Big Data,OpenAI,AI Engineer
6.2,AIML,R,Data Analytics,Mindtree,Data Scientist
8.2,Cybersecurity,C++,Cybersecurity,Oracle,Cloud Engineer
8.8,Software Dev,C#,DBMS,IBM,Software Developer
9.5,DevOps,Go,Cloud Computing,Amazon,DevOps Engineer
8.9,DevOps,Go,DevOps,Oracle,System Engineer
9.2,Cybersecurity,C++,AI,Amazon,Cybersecurity Engineer
7.4,Web Dev,TypeScript,Backend,Cognizant,Software Developer
9.3,Web Dev,SQL,DBMS,Amazon,Software Developer
6.3,DevOps,TypeScript,Backend,Mindtree,System Engineer
9.6,DevOps,Go,DevOps,Amazon,DevOps Engineer
8.2,Software Dev,Python,Big Data,Capgemini,System Engineer
9.3,Web Dev,TypeScript,Front End,Google,Web Developer
7.8,Software Dev,Java,Big Data,HCL,Data Analyst
8.6,Cloud,Go,Cloud Computing,Capgemini,DevOps Engineer
8.1,Web Dev,JavaScript,Backend,Infosys,Software Developer
8.9,DevOps,TypeScript,DevOps,TCS,DevOps Engineer
6.3,Cybersecurity,Rust,Cybersecurity,Mindtree,Cloud Engineer
6.2,Software Dev,Python,Data Analytics,Mphasis,System Engineer
7.0,Web Dev,JavaScript,Backend,Tech Mahindra,Web Developer
6.6,Cloud,SQL,DBMS,NIIT Technologies,Cloud Engineer
9.5,Cloud,Python,DevOps,Google,DevOps Engineer
6.9,Cybersecurity,Rust,Front End,NIIT Technologies,Cybersecurity Engineer
9.9,AIML,Python,ML,Amazon,AI Engineer
7.3,Software Dev,Python,Big Data,Infosys,System Engineer
6.7,Cybersecurity,C++,Cybersecurity,Mindtree,Cybersecurity Engineer
9.2,Cloud,Python,DevOps,Google,Cloud Engineer
8.6,DevOps,Go,Cloud Computing,Infosys,System Engineer
8.0,Cybersecurity,Rust,Cybersecurity,IBM,Cloud Engineer
8.2,Software Dev,Python,Big Data,SAP,Data Analyst
8.9,DevOps,TypeScript,Backend,SAP,DevOps Engineer
6.9,DevOps,TypeScript,Backend,NIIT Technologies,System Engineer
10.0,Cybersecurity,Rust,Front End,Amazon,Cloud Engineer
9.9,Cybersecurity,C++,AI,IBM,Cloud Engineer
8.6,Web Dev,TypeScript,Backend,Infosys,Web Developer
6.8,Cloud,Go,Big Data,NIIT Technologies,Cloud Engineer
8.7,Cloud,SQL,Data Analytics,TCS,Cloud Engineer
6.3,Web Dev,SQL,DBMS,Birlasoft,Software Developer
6.1,Software Dev,Java,Backend,HCL,Data Analyst
7.0,Web Dev,SQL,DBMS,Tech Mahindra,Software Developer
7.9,Web Dev,SQL,DBMS,Infosys,Software Developer
9.5,AIML,Java,Big Data,Apple,Data Scientist
8.9,DevOps,SQL,DBMS,SAP,DevOps Engineer
9.0,Cloud,Python,DevOps,Apple,Cloud Engineer
7.7,Software Dev,Python,Data Analytics,Cognizant,Data Analyst
7.4,AIML,Python,ML,TCS,Data Scientist
7.5,Cloud,SQL,DBMS,TCS,DevOps Engineer
10.0,AIML,Java,AI,Google,AI Engineer
6.2,Software Dev,C#,Backend,NIIT Technologies,Data Analyst
9.5,AIML,R,Data Analytics,Google,Data Scientist
8.3,DevOps,Go,DevOps,Capgemini,System Engineer
7.8,Software Dev,Java,Backend,Wipro,Data Analyst
8.9,DevOps,SQL,DBMS,Oracle,System Engineer
7.9,Cloud,Go,Cloud Computing,Wipro,DevOps Engineer
9.5,Cloud,Go,Cloud Computing,Google,DevOps Engineer
9.6,Cloud,SQL,DBMS,NVIDIA,DevOps Engineer
7.7,Web Dev,SQL,DBMS,Cognizant,Software Developer
7.1,DevOps,SQL,Data Analytics,Tech Mahindra,System Engineer
8.4,AIML,Python,ML,Infosys,AI Engineer
9.6,Cloud,Python,Cloud Computing,OpenAI,Cloud Engineer
6.8,AIML,Python,ML,Birlasoft,Data Scientist
8.5,Cloud,Go,Cloud Computing,Capgemini,Cloud Engineer
8.5,Cybersecurity,Rust,Front End,IBM,Cybersecurity Engineer
8.9,Software Dev,C#,DBMS,Capgemini,Data Analyst
6.5,Cybersecurity,Rust,Front End,Mphasis,Cybersecurity Engineer
8.9,Cloud,Go,Cloud Computing,Infosys,DevOps Engineer
9.6,Cloud,SQL,Data Analytics,Google,Cloud Engineer
6.7,Web Dev,TypeScript,Front End,Mindtree,Web Developer
7.0,Software Dev,Java,Big Data,HCL,Data Analyst
9.9,Software Dev,Java,Big Data,IBM,Software Developer
6.7,Web Dev,SQL,Data Analytics,Mindtree,Web Developer
9.4,AIML,Java,Big Data,NVIDIA,Data Scientist
8.0,Cybersecurity,C++,AI,Oracle,Cybersecurity Engineer
7.0,Cloud,Python,DevOps,TCS,DevOps Engineer
9.5,Software Dev,Java,Backend,Apple,System Engineer
7.8,DevOps,Go,DevOps,Cognizant,System Engineer
8.1,Cloud,Python,DevOps,TCS,DevOps Engineer
7.4,Cloud,Go,Cloud Computing,Infosys,Cloud Engineer
8.4,AIML,R,Data Analytics,SAP,AI Engineer
6.7,Cybersecurity,C++,AI,Mphasis,Cybersecurity Engineer
7.6,Cybersecurity,C++,AI,Infosys,Cloud Engineer
9.9,Cybersecurity,C++,AI,Apple,Cloud Engineer
7.0,Cloud,SQL,DBMS,Infosys,Cloud Engineer
8.6,Web Dev,JavaScript,Front End,IBM,Web Developer
7.3,Cloud,SQL,DBMS,TCS,Cloud Engineer
9.1,DevOps,Go,Cloud Computing,Google,DevOps Engineer
6.5,Web Dev,SQL,Data Analytics,NIIT Technologies,Web Developer
9.9,Cybersecurity,C++,AI,NVIDIA,Cybersecurity Engineer
7.8,AIML,Python,Big Data,HCL,Data Scientist
6.9,Web Dev,TypeScript,Backend,Mphasis,Web Developer
6.3,AIML,R,ML,NIIT Technologies,Data Scientist
6.7,Software Dev,C#,Backend,NIIT Technologies,Software Developer
8.1,DevOps,SQL,Data Analytics,IBM,DevOps Engineer
7.3,DevOps,SQL,Data Analytics,Infosys,DevOps Engineer
9.3,Software Dev,Java,Big Data,OpenAI,System Engineer
7.7,Cloud,SQL,DBMS,Tech Mahindra,Cloud Engineer
7.0,Web Dev,JavaScript,Front End,HCL,Software Developer
8.5,Cloud,SQL,Data Analytics,Infosys,Cloud Engineer
8.8,Software Dev,C#,DBMS,TCS,Data Analyst
6.7,Cybersecurity,Rust,Cybersecurity,Birlasoft,Cybersecurity Engineer
6.7,Web Dev,JavaScript,Front End,Mphasis,Web Developer
6.1,DevOps,Go,DevOps,Birlasoft,DevOps Engineer
8.9,DevOps,SQL,Data Analytics,TCS,System Engineer
8.7,DevOps,Go,DevOps,SAP,DevOps Engineer
7.9,DevOps,SQL,Data Analytics,TCS,DevOps Engineer
9.4,Web Dev,JavaScript,Front End,OpenAI,Web Developer
9.2,Cloud,Python,DevOps,Microsoft,Cloud Engineer
8.3,AIML,R,ML,Capgemini,Data Scientist
9.5,AIML,R,ML,IBM,Data Scientist
6.8,Cybersecurity,Rust,Cybersecurity,Mindtree,Cybersecurity Engineer
6.4,Cybersecurity,Rust,Cybersecurity,NIIT Technologies,Cloud Engineer
7.1,Web Dev,TypeScript,Front End,Cognizant,Web Developer
6.2,AIML,Python,ML,Mphasis,Data Scientist
8.1,Software Dev,Java,Backend,SAP,Software Developer
9.7,Web Dev,TypeScript,Backend,IBM,Web Developer
6.2,Software Dev,Java,Backend,Birlasoft,Software Developer
6.5,AIML,R,ML,Birlasoft,Data Scientist
7.8,AIML,Java,Big Data,Infosys,Data Scientist
9.7,DevOps,SQL,Data Analytics,NVIDIA,System Engineer
7.3,Cybersecurity,Rust,Front End,Infosys,Cloud Engineer
8.0,Web Dev,TypeScript,Backend,SAP,Software Developer
6.2,DevOps,Go,DevOps,Mphasis,System Engineer
6.6,AIML,Python,ML,NIIT Technologies,Data Scientist
9.9,Web Dev,JavaScript,Front End,Microsoft,Web Developer
9.9,DevOps,Go,Cloud Computing,Apple,System Engineer
6.0,DevOps,TypeScript,Backend,HCL,System Engineer
9.8,Cloud,Python,DevOps,Google,Cloud Engineer
8.6,Cybersecurity,Rust,Cybersecurity,Capgemini,Cybersecurity Engineer
9.5,Software Dev,C#,Backend,IBM,Data Analyst
7.8,Cloud,Python,Cloud Computing,Tech Mahindra,Cloud Engineer
8.1,DevOps,TypeScript,DevOps,IBM,System Engineer
8.0,Software Dev,Python,Data Analytics,SAP,Software Developer
8.7,Cybersecurity,C++,Cybersecurity,Infosys,Cloud Engineer
6.6,Web Dev,SQL,Data Analytics,Mindtree,Web Developer
6.1,Web Dev,TypeScript,Front End,Mphasis,Web Developer
7.2,Cloud,Python,DevOps,HCL,Cloud Engineer
8.8,DevOps,SQL,DBMS,TCS,System Engineer
6.8,AIML,Python,ML,Mphasis,Data Scientist
8.7,DevOps,SQL,Data Analytics,Oracle,System Engineer
9.9,Cybersecurity,C++,AI,Apple,Cybersecurity Engineer
6.4,Cloud,Python,DevOps,Birlasoft,Cloud Engineer
8.7,AIML,Java,AI,IBM,Data Scientist
7.8,Cloud,Go,Big Data,Wipro,DevOps Engineer
9.5,Web Dev,JavaScript,Backend,Apple,Web Developer
6.7,Web Dev,JavaScript,Backend,Mindtree,Web Developer
8.8,AIML,R,Data Analytics,Capgemini,Data Scientist
9.4,Cybersecurity,Rust,Cybersecurity,Apple,Cloud Engineer
9.8,Cybersecurity,Rust,Front End,Apple,Cybersecurity Engineer
8.7,Cloud,SQL,DBMS,Capgemini,DevOps Engineer
8.0,Cybersecurity,C++,Cybersecurity,IBM,Cybersecurity Engineer
8.5,Cloud,SQL,DBMS,IBM,DevOps Engineer
9.5,Cloud,Python,Cloud Computing,NVIDIA,Cloud Engineer
8.3,DevOps,Go,Cloud Computing,TCS,DevOps Engineer
6.1,Cybersecurity,C++,Cybersecurity,Birlasoft,Cybersecurity Engineer
9.7,Cybersecurity,C++,Cybersecurity,OpenAI,Cybersecurity Engineer
8.8,Cloud,Python,DevOps,Infosys,DevOps Engineer
8.7,AIML,Java,Big Data,SAP,Data Scientist
6.9,Software Dev,C#,Backend,Birlasoft,Data Analyst
8.6,AIML,R,ML,Infosys,AI Engineer
7.6,Cloud,Go,Big Data,TCS,Cloud Engineer
8.6,Cloud,SQL,Data Analytics,Infosys,DevOps Engineer
6.4,AIML,Java,Big Data,Mindtree,Data Scientist
8.6,Web Dev,SQL,Data Analytics,Infosys,Software Developer
10.0,Cybersecurity,Rust,Cybersecurity,OpenAI,Cybersecurity Engineer
6.2,Web Dev,TypeScript,Backend,NIIT Technologies,Software Developer
9.9,AIML,R,ML,OpenAI,AI Engineer
7.6,AIML,R,ML,HCL,Data Scientist
